figure,position,video_id,type,title,subtitle,note,group
abb_kategorie_saturation_v03.png,3,7037583058626759941,VI,Sättigung | VI | id=759941,"Modell: saturation_idx=91.43 (eher geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",saturation_variant_3,saturation
abb_kategorie_sharpness_v03.png,1,7516241082754010414,VI,Schärfe | VI | id=010414,"Modell: laplacian_mean=134.22 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",sharpness_variant_3,sharpness
abb_kategorie_sharpness_v03.png,2,7129589619099847982,VI,Schärfe | VI | id=847982,"Modell: laplacian_mean=839.47 (eher unscharf)
Menschliche Bewertung des Modells: Schärfe=gut passend (4.00/5 Likert-Skala; n=2)",sharpness_variant_3,sharpness
abb_kategorie_sharpness_v03.png,3,7027954993026190598,VI,Schärfe | VI | id=190598,"Modell: laplacian_mean=390.10 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",sharpness_variant_3,sharpness
abb_kategorie_aesthetic_quality_v03.png,1,7516241082754010414,VI,Ästhetik | VI | id=010414,"Modell: aesthetic_score=6.02 (sehr hohe visuelle qualitaet); frames=8
Menschliche Bewertung des Modells: Ästhetik=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_3,aesthetic_quality
abb_kategorie_aesthetic_quality_v03.png,2,7577558634071133454,RI,Ästhetik | RI | id=133454,"Modell: aesthetic_score=3.86 (sehr niedrige visuelle qualitaet); frames=11
Menschliche Bewertung des Modells: Ästhetik=gut passend (4.00/5 Likert-Skala; n=2)",aesthetic_quality_variant_3,aesthetic_quality
abb_kategorie_aesthetic_quality_v03.png,3,7537330858357706006,VI,Ästhetik | VI | id=706006,"Modell: aesthetic_score=4.33 (eher niedrige visuelle qualitaet); frames=17
Menschliche Bewertung des Modells: Ästhetik=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_3,aesthetic_quality
abb_kategorie_filter_strength_v03.png,1,7129589619099847982,VI,Filterstärke | VI | id=847982,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=8
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_3,filter_strength
abb_kategorie_filter_strength_v03.png,2,7027954993026190598,VI,Filterstärke | VI | id=190598,"Modell: filter=stark (sehr starke Filterwirkung); prob=0.99; frames=10
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_3,filter_strength
abb_kategorie_filter_strength_v03.png,3,7520275551416749326,RI,Filterstärke | RI | id=749326,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=9
Menschliche Bewertung des Modells: Filterstärke=teilweise passend (3.00/5 Likert-Skala; n=2)",filter_strength_variant_3,filter_strength
abb_kategorie_personen_anzahl_v03.png,1,7516376664570416426,VI,Personenzahl | VI | id=416426,"Modell: persons=1.00; max=1; frames=8
Menschliche Bewertung des Modells: Personenzahl=sehr gut passend (5.00/5 Likert-Skala; n=2)",personen_anzahl_variant_3,personen_anzahl
abb_kategorie_personen_anzahl_v03.png,2,7538416839257230614,VI,Personenzahl | VI | id=230614,"Modell: persons=1.84; max=6; frames=19
Menschliche Bewertung des Modells: Personenzahl=gut passend (4.00/5 Likert-Skala; n=2)",personen_anzahl_variant_3,personen_anzahl
abb_kategorie_personen_anzahl_v03.png,3,7573473414455889166,RI,Personenzahl | RI | id=889166,"Modell: persons=2.46; max=6; frames=24
Menschliche Bewertung des Modells: Personenzahl=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",personen_anzahl_variant_3,personen_anzahl
abb_datasetbeispiele_vi_ri_v04.png,1,7463523561366359342,VI,VI 1 | VI | id=359342,"Modell: scene=beauty; p=0.91; scene_n=1
Modell: stability_idx=0.80; cuts_s=0.00
Modell: cam=medCloseUp; p=0.68",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v04.png,2,7513173382473485590,VI,VI 2 | VI | id=485590,"Modell: scene=stage/indoor; p=0.70; scene_n=1
Modell: stability_idx=0.88; cuts_s=0.00
Modell: cam=medShot; p=0.88",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v04.png,3,7526714563346107655,VI,VI 3 | VI | id=107655,"Modell: scene=playroom; p=0.43; scene_n=10
Modell: stability_idx=0.91; cuts_s=0.04
Modell: cam=medCloseUp; p=0.65",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v04.png,4,7568688050927160590,RI,RI 1 | RI | id=160590,"Modell: scene=beauty; p=0.81; scene_n=1
Modell: stability_idx=0.63; cuts_s=0.00
Modell: cam=medCloseUp; p=0.74",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v04.png,5,7503287135475191071,RI,RI 2 | RI | id=191071,"Modell: scene=airplane; p=0.71; scene_n=9
Modell: stability_idx=0.45; cuts_s=0.72
Modell: cam=medShot; p=0.90",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v04.png,6,7271686837788233003,RI,RI 3 | RI | id=233003,"Modell: scene=park; p=0.46; scene_n=10
Modell: stability_idx=0.61; cuts_s=0.33
Modell: cam=fullShot; p=0.83",Datensatzbeispiel,scene
abb_human_evaluation_modellplausibilitaet_v04.png,1,7513173382473485590,VI,Szene | VI | id=485590,"Modell: scene=stage/indoor; p=0.70; scene_n=1
Menschliche Bewertung des Modells: Szene=sehr gut passend (5.00/5 Likert-Skala; n=2)",scene_variant_4,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v04.png,2,7524383521972981047,RI,Kameradistanz | RI | id=981047,"Modell: distance=closeUp; p=0.68; frames=54
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_4,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v04.png,3,7513173382473485590,VI,Pose | VI | id=485590,"Modell: pose=drinking; p=0.69; pose_frames=15
Menschliche Bewertung des Modells: Pose=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",body_pose_variant_4,human_evaluation_overview
abb_visuelle_settings_szenen_v04.png,1,7513173382473485590,VI,VI | stage/indoor | VI | id=485590,"Modell: scene=stage/indoor; p=0.70; scene_n=1
Modell: stability_idx=0.88; cuts_s=0.00
Modell: cam=medShot; p=0.88",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v04.png,2,7526714563346107655,VI,VI | playroom | VI | id=107655,"Modell: scene=playroom; p=0.43; scene_n=10
Modell: stability_idx=0.91; cuts_s=0.04
Modell: cam=medCloseUp; p=0.65",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v04.png,3,7463523561366359342,VI,VI | beauty_salon | VI | id=359342,"Modell: scene=beauty; p=0.91; scene_n=1
Modell: stability_idx=0.80; cuts_s=0.00
Modell: cam=medCloseUp; p=0.68",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v04.png,4,7503287135475191071,RI,RI | airplane_cabin | RI | id=191071,"Modell: scene=airplane; p=0.71; scene_n=9
Modell: stability_idx=0.45; cuts_s=0.72
Modell: cam=medShot; p=0.90",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v04.png,5,7473171580592606510,RI,RI | car_interior | RI | id=606510,"Modell: scene=car; p=0.69; scene_n=10
Modell: stability_idx=0.44; cuts_s=0.66
Modell: cam=medShot; p=0.92",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v04.png,6,7271686837788233003,RI,RI | park | RI | id=233003,"Modell: scene=park; p=0.46; scene_n=10
Modell: stability_idx=0.61; cuts_s=0.33
Modell: cam=fullShot; p=0.83",Szenenbeispiel,scene
abb_kategorie_scene_v04.png,1,7513173382473485590,VI,Szene | VI | id=485590,"Modell: scene=stage/indoor; p=0.70; scene_n=1
Menschliche Bewertung des Modells: Szene=sehr gut passend (5.00/5 Likert-Skala; n=2)",scene_variant_4,scene
abb_kategorie_scene_v04.png,2,7573473414455889166,RI,Szene | RI | id=889166,"Modell: scene=beauty; p=0.43; scene_n=8
Menschliche Bewertung des Modells: Szene=gut passend (4.00/5 Likert-Skala; n=2)",scene_variant_4,scene
abb_kategorie_scene_v04.png,3,7573527601692626189,RI,Szene | RI | id=626189,"Modell: scene=airplane; p=0.45; scene_n=3
Menschliche Bewertung des Modells: Szene=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",scene_variant_4,scene
abb_kategorie_camera_distance_v04.png,1,7032242293411286273,VI,Kameradistanz | VI | id=286273,"Modell: distance=medCloseUp; p=0.66; frames=15
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_4,camera_distance
abb_kategorie_camera_distance_v04.png,2,7524383521972981047,RI,Kameradistanz | RI | id=981047,"Modell: distance=closeUp; p=0.68; frames=54
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_4,camera_distance
abb_kategorie_camera_distance_v04.png,3,7520275551416749326,RI,Kameradistanz | RI | id=749326,"Modell: distance=fullShot; p=0.64; frames=9
Menschliche Bewertung des Modells: Kameradistanz=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",camera_distance_variant_4,camera_distance
abb_kategorie_camera_stability_v04.png,1,7032242293411286273,VI,Stabilität | VI | id=286273,"Modell: stability_idx=0.73 (eher stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=42
Menschliche Bewertung des Modells: Stabilität=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_stability_variant_4,camera_stability
abb_kategorie_camera_stability_v04.png,2,7565897317576871190,VI,Stabilität | VI | id=871190,"Modell: stability_idx=0.85 (sehr stabil); flow_mean=0.00 (sehr ruhig kaum Bewegung); pairs=56
Menschliche Bewertung des Modells: Stabilität=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",camera_stability_variant_4,camera_stability
abb_kategorie_camera_stability_v04.png,3,7580098823427558711,RI,Stabilität | RI | id=558711,"Modell: stability_idx=0.38 (eher instabil); flow_mean=0.02 (mittlere Bewegung); pairs=80
Menschliche Bewertung des Modells: Stabilität=gut passend (4.00/5 Likert-Skala; n=2)",camera_stability_variant_4,camera_stability
abb_kategorie_cuts_v04.png,1,7014189798315298053,VI,Schnitte/Dynamik | VI | id=298053,"Modell: cut_count=0 (sehr wenige Schnitte); cuts_s=0.00 (sehr ruhig kaum Schnitte); frames=177
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_4,cuts
abb_kategorie_cuts_v04.png,2,7027954993026190598,VI,Schnitte/Dynamik | VI | id=190598,"Modell: cut_count=3 (sehr wenige Schnitte); cuts_s=0.33 (sehr ruhig kaum Schnitte); frames=274
Menschliche Bewertung des Modells: Schnitte/Dynamik=sehr gut passend (5.00/5 Likert-Skala; n=2)",cuts_variant_4,cuts
abb_kategorie_cuts_v04.png,3,6988896764241693958,VI,Schnitte/Dynamik | VI | id=693958,"Modell: cut_count=38 (sehr wenige Schnitte); cuts_s=1.06 (sehr ruhig kaum Schnitte); frames=1038
Menschliche Bewertung des Modells: Schnitte/Dynamik=gut passend (4.00/5 Likert-Skala; n=2)",cuts_variant_4,cuts
abb_kategorie_face_emotion_v04.png,1,7027954993026190598,VI,Emotion | VI | id=190598,"Modell: emotion=Happy; p=0.64; face_frames=10
Menschliche Bewertung des Modells: Emotion=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",face_emotion_variant_4,face_emotion
abb_kategorie_face_emotion_v04.png,2,7520275551416749326,RI,Emotion | RI | id=749326,"Modell: emotion=Neutral; p=0.50; face_frames=9
Menschliche Bewertung des Modells: Emotion=gut passend (4.00/5 Likert-Skala; n=2)",face_emotion_variant_4,face_emotion
abb_kategorie_face_emotion_v04.png,3,7513173382473485590,VI,Emotion | VI | id=485590,"Modell: emotion=Angry; p=0.44; face_frames=15
Menschliche Bewertung des Modells: Emotion=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",face_emotion_variant_4,face_emotion
abb_kategorie_body_pose_v04.png,1,7032242293411286273,VI,Pose | VI | id=286273,"Modell: pose=laughing; p=0.52; pose_frames=15
Menschliche Bewertung des Modells: Pose=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",body_pose_variant_4,body_pose
abb_kategorie_body_pose_v04.png,2,7550501572598320439,RI,Pose | RI | id=320439,"Modell: pose=calling; p=0.41; pose_frames=14
Menschliche Bewertung des Modells: Pose=teilweise passend (3.00/5 Likert-Skala; n=2)",body_pose_variant_4,body_pose
abb_kategorie_body_pose_v04.png,3,7513173382473485590,VI,Pose | VI | id=485590,"Modell: pose=drinking; p=0.69; pose_frames=15
Menschliche Bewertung des Modells: Pose=zwischen sehr schlecht passend und eher schlecht passend (1.50/5 Likert-Skala; n=2)",body_pose_variant_4,body_pose
abb_kategorie_beauty_score_v04.png,1,7537330858357706006,VI,Beauty-Score | VI | id=706006,"Modell: beauty_mean=41.30 (eher hoher Beauty-Score); sd=3.29; face_frames=17
Menschliche Bewertung des Modells: Beauty-Score=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",beauty_score_variant_4,beauty_score
abb_kategorie_beauty_score_v04.png,2,7512643920539700526,RI,Beauty-Score | RI | id=700526,"Modell: beauty_mean=26.59 (eher niedriger Beauty-Score); sd=2.62; face_frames=52
Menschliche Bewertung des Modells: Beauty-Score=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",beauty_score_variant_4,beauty_score
abb_kategorie_beauty_score_v04.png,3,7244163083097132334,RI,Beauty-Score | RI | id=132334,"Modell: beauty_mean=24.66 (sehr niedriger Beauty-Score); sd=5.39; face_frames=8
Menschliche Bewertung des Modells: Beauty-Score=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",beauty_score_variant_4,beauty_score
abb_kategorie_skin_smoothness_v04.png,1,7512643920539700526,RI,Hautglättung | RI | id=700526,"Modell: highpass_idx=0.04 (eher wenig geglättete Haut); dog_idx=0.15 (glatte Haut); face_frames=65
Menschliche Bewertung des Modells: Hautglättung=gut passend (4.00/5 Likert-Skala; n=2)",skin_smoothness_variant_4,skin_smoothness
abb_kategorie_skin_smoothness_v04.png,2,7174800420806708522,RI,Hautglättung | RI | id=708522,"Modell: highpass_idx=0.01 (sehr natürliche wenig geglättete Haut); dog_idx=0.03 (sehr natürliche wenig geglättete Haut); face_frames=22
Menschliche Bewertung des Modells: Hautglättung=teilweise passend (3.00/5 Likert-Skala; n=2)",skin_smoothness_variant_4,skin_smoothness
abb_kategorie_skin_smoothness_v04.png,3,7228975173284744491,RI,Hautglättung | RI | id=744491,"Modell: highpass_idx=0.09 (sehr glatte stark geglättete Haut); dog_idx=0.19 (sehr glatte stark geglättete Haut); face_frames=9
Menschliche Bewertung des Modells: Hautglättung=sehr gut passend (5.00/5 Likert-Skala; n=2)",skin_smoothness_variant_4,skin_smoothness
abb_kategorie_face_orientation_v04.png,1,7032242293411286273,VI,Gesichtsorientierung | VI | id=286273,"Modell: orientation=Frontal; pitch=9.24; yaw=1.01
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_4,face_orientation
abb_kategorie_face_orientation_v04.png,2,7496943419483278635,RI,Gesichtsorientierung | RI | id=278635,"Modell: orientation=Left; pitch=11.89; yaw=-16.09
Menschliche Bewertung des Modells: Gesichtsorientierung=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_orientation_variant_4,face_orientation
abb_kategorie_face_orientation_v04.png,3,7550501572598320439,RI,Gesichtsorientierung | RI | id=320439,"Modell: orientation=Down; pitch=14.24; yaw=-3.03
Menschliche Bewertung des Modells: Gesichtsorientierung=teilweise passend (3.00/5 Likert-Skala; n=2)",face_orientation_variant_4,face_orientation
abb_kategorie_brightness_v04.png,1,7242309744612953390,RI,Helligkeit | RI | id=953390,"Modell: brightness_idx=166.00 (sehr hell)
Menschliche Bewertung des Modells: Helligkeit=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",brightness_variant_4,brightness
abb_kategorie_brightness_v04.png,2,7129589619099847982,VI,Helligkeit | VI | id=847982,"Modell: brightness_idx=109.20 (eher dunkel)
Menschliche Bewertung des Modells: Helligkeit=gut passend (4.00/5 Likert-Skala; n=2)",brightness_variant_4,brightness
abb_kategorie_brightness_v04.png,3,7565897317576871190,VI,Helligkeit | VI | id=871190,"Modell: brightness_idx=116.87 (eher dunkel)
Menschliche Bewertung des Modells: Helligkeit=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",brightness_variant_4,brightness
abb_kategorie_contrast_v04.png,1,7174800420806708522,RI,Kontrast | RI | id=708522,"Modell: contrast_idx=58.48 (mittlerer Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",contrast_variant_4,contrast
abb_kategorie_contrast_v04.png,2,7467202100674497834,VI,Kontrast | VI | id=497834,"Modell: contrast_idx=71.95 (eher hoher Kontrast)
Menschliche Bewertung des Modells: Kontrast=gut passend (4.00/5 Likert-Skala; n=2)",contrast_variant_4,contrast
abb_kategorie_contrast_v04.png,3,7565897317576871190,VI,Kontrast | VI | id=871190,"Modell: contrast_idx=60.67 (mittlerer Kontrast)
Menschliche Bewertung des Modells: Kontrast=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",contrast_variant_4,contrast
abb_kategorie_saturation_v04.png,1,7244163083097132334,RI,Sättigung | RI | id=132334,"Modell: saturation_idx=64.63 (sehr geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",saturation_variant_4,saturation
abb_kategorie_saturation_v04.png,2,7032242293411286273,VI,Sättigung | VI | id=286273,"Modell: saturation_idx=93.20 (eher geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=gut passend (4.00/5 Likert-Skala; n=2)",saturation_variant_4,saturation
abb_kategorie_saturation_v04.png,3,7129589619099847982,VI,Sättigung | VI | id=847982,"Modell: saturation_idx=71.40 (eher geringe Farbsättigung)
Menschliche Bewertung des Modells: Sättigung=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",saturation_variant_4,saturation
abb_kategorie_sharpness_v04.png,1,7550501572598320439,RI,Schärfe | RI | id=320439,"Modell: laplacian_mean=498.75 (eher unscharf)
Menschliche Bewertung des Modells: Schärfe=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",sharpness_variant_4,sharpness
abb_kategorie_sharpness_v04.png,2,7032242293411286273,VI,Schärfe | VI | id=286273,"Modell: laplacian_mean=126.01 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=gut passend (4.00/5 Likert-Skala; n=2)",sharpness_variant_4,sharpness
abb_kategorie_sharpness_v04.png,3,7014189798315298053,VI,Schärfe | VI | id=298053,"Modell: laplacian_mean=413.09 (sehr unscharf)
Menschliche Bewertung des Modells: Schärfe=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",sharpness_variant_4,sharpness
abb_kategorie_aesthetic_quality_v04.png,1,7550501572598320439,RI,Ästhetik | RI | id=320439,"Modell: aesthetic_score=4.09 (sehr niedrige visuelle qualitaet); frames=14
Menschliche Bewertung des Modells: Ästhetik=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_4,aesthetic_quality
abb_kategorie_aesthetic_quality_v04.png,2,7573473414455889166,RI,Ästhetik | RI | id=889166,"Modell: aesthetic_score=3.90 (sehr niedrige visuelle qualitaet); frames=61
Menschliche Bewertung des Modells: Ästhetik=gut passend (4.00/5 Likert-Skala; n=2)",aesthetic_quality_variant_4,aesthetic_quality
abb_kategorie_aesthetic_quality_v04.png,3,7516618844039957802,RI,Ästhetik | RI | id=957802,"Modell: aesthetic_score=4.44 (eher niedrige visuelle qualitaet); frames=55
Menschliche Bewertung des Modells: Ästhetik=zwischen eher schlecht passend und teilweise passend (2.50/5 Likert-Skala; n=2)",aesthetic_quality_variant_4,aesthetic_quality
abb_kategorie_filter_strength_v04.png,1,7512643920539700526,RI,Filterstärke | RI | id=700526,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=12
Menschliche Bewertung des Modells: Filterstärke=sehr gut passend (5.00/5 Likert-Skala; n=2)",filter_strength_variant_4,filter_strength
abb_kategorie_filter_strength_v04.png,2,7027954993026190598,VI,Filterstärke | VI | id=190598,"Modell: filter=stark (sehr starke Filterwirkung); prob=0.99; frames=10
Menschliche Bewertung des Modells: Filterstärke=zwischen gut passend und sehr gut passend (4.50/5 Likert-Skala; n=2)",filter_strength_variant_4,filter_strength
abb_kategorie_filter_strength_v04.png,3,7524383521972981047,RI,Filterstärke | RI | id=981047,"Modell: filter=stark (sehr starke Filterwirkung); prob=1.00; frames=12
Menschliche Bewertung des Modells: Filterstärke=zwischen teilweise passend und gut passend (3.50/5 Likert-Skala; n=2)",filter_strength_variant_4,filter_strength
abb_kategorie_personen_anzahl_v04.png,1,7579666136371957005,RI,Personenzahl | RI | id=957005,"Modell: persons=1.33; max=4; frames=19
Menschliche Bewertung des Modells: Personenzahl=sehr gut passend (5.00/5 Likert-Skala; n=2)",personen_anzahl_variant_4,personen_anzahl
abb_kategorie_personen_anzahl_v04.png,2,7452207597907676424,VI,Personenzahl | VI | id=676424,"Modell: persons=3.92; max=7; frames=24
Menschliche Bewertung des Modells: Personenzahl=gut passend (4.00/5 Likert-Skala; n=2)",personen_anzahl_variant_4,personen_anzahl
abb_kategorie_personen_anzahl_v04.png,3,7516241082754010414,VI,Personenzahl | VI | id=010414,"Modell: persons=1.00; max=1; frames=8
Menschliche Bewertung des Modells: Personenzahl=sehr gut passend (5.00/5 Likert-Skala; n=2)",personen_anzahl_variant_4,personen_anzahl
abb_datasetbeispiele_vi_ri_v05.png,1,7506289943216459050,VI,VI 1 | VI | id=459050,"Modell: scene=beauty; p=0.90; scene_n=1
Modell: stability_idx=0.95; cuts_s=0.00
Modell: cam=medCloseUp; p=0.84",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v05.png,2,7495789864013532438,VI,VI 2 | VI | id=532438,"Modell: scene=stage/indoor; p=0.56; scene_n=2
Modell: stability_idx=0.86; cuts_s=0.00
Modell: cam=medCloseUp; p=0.65",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v05.png,3,7451924522468379922,VI,VI 3 | VI | id=379922,"Modell: scene=playroom; p=0.41; scene_n=5
Modell: stability_idx=0.51; cuts_s=0.35
Modell: cam=medShot; p=0.78",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v05.png,4,7484728261746986286,RI,RI 1 | RI | id=986286,"Modell: scene=beauty; p=0.81; scene_n=1
Modell: stability_idx=0.50; cuts_s=0.00
Modell: cam=closeUp; p=0.62",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v05.png,5,7586650207677418766,RI,RI 2 | RI | id=418766,"Modell: scene=airplane; p=0.70; scene_n=8
Modell: stability_idx=0.35; cuts_s=0.73
Modell: cam=medCloseUp; p=0.81",Datensatzbeispiel,scene
abb_datasetbeispiele_vi_ri_v05.png,6,7564790156624973069,RI,RI 3 | RI | id=973069,"Modell: scene=park; p=0.40; scene_n=6
Modell: stability_idx=0.37; cuts_s=0.57
Modell: cam=extremeLong; p=0.81",Datensatzbeispiel,scene
abb_human_evaluation_modellplausibilitaet_v05.png,1,7174800420806708522,RI,Emotion | RI | id=708522,"Modell: emotion=Neutral; p=0.79; face_frames=22
Menschliche Bewertung des Modells: Emotion=sehr gut passend (5.00/5 Likert-Skala; n=2)",face_emotion_variant_5,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v05.png,2,7027954993026190598,VI,Beauty-Score | VI | id=190598,"Modell: beauty_mean=34.77 (mittlerer Beauty-Score); sd=7.44; face_frames=9
Menschliche Bewertung des Modells: Beauty-Score=gut passend (4.00/5 Likert-Skala; n=2)",beauty_score_variant_5,human_evaluation_overview
abb_human_evaluation_modellplausibilitaet_v05.png,3,7228975173284744491,RI,Hautglättung | RI | id=744491,"Modell: highpass_idx=0.09 (sehr glatte stark geglättete Haut); dog_idx=0.19 (sehr glatte stark geglättete Haut); face_frames=9
Menschliche Bewertung des Modells: Hautglättung=sehr gut passend (5.00/5 Likert-Skala; n=2)",skin_smoothness_variant_5,human_evaluation_overview
abb_visuelle_settings_szenen_v05.png,1,7495789864013532438,VI,VI | stage/indoor | VI | id=532438,"Modell: scene=stage/indoor; p=0.56; scene_n=2
Modell: stability_idx=0.86; cuts_s=0.00
Modell: cam=medCloseUp; p=0.65",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v05.png,2,7451924522468379922,VI,VI | playroom | VI | id=379922,"Modell: scene=playroom; p=0.41; scene_n=5
Modell: stability_idx=0.51; cuts_s=0.35
Modell: cam=medShot; p=0.78",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v05.png,3,7506289943216459050,VI,VI | beauty_salon | VI | id=459050,"Modell: scene=beauty; p=0.90; scene_n=1
Modell: stability_idx=0.95; cuts_s=0.00
Modell: cam=medCloseUp; p=0.84",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v05.png,4,7586650207677418766,RI,RI | airplane_cabin | RI | id=418766,"Modell: scene=airplane; p=0.70; scene_n=8
Modell: stability_idx=0.35; cuts_s=0.73
Modell: cam=medCloseUp; p=0.81",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v05.png,5,7470606140368227627,RI,RI | car_interior | RI | id=227627,"Modell: scene=car; p=0.60; scene_n=3
Modell: stability_idx=0.46; cuts_s=0.45
Modell: cam=medCloseUp; p=0.64",Szenenbeispiel,scene
abb_visuelle_settings_szenen_v05.png,6,7564790156624973069,RI,RI | park | RI | id=973069,"Modell: scene=park; p=0.40; scene_n=6
Modell: stability_idx=0.37; cuts_s=0.57
Modell: cam=extremeLong; p=0.81",Szenenbeispiel,scene
abb_kategorie_scene_v05.png,1,7491097821064482070,RI,Szene | RI | id=482070,"Modell: scene=car; p=0.75; scene_n=2
Menschliche Bewertung des Modells: Szene=sehr gut passend (5.00/5 Likert-Skala; n=2)",scene_variant_5,scene
abb_kategorie_scene_v05.png,2,7524383521972981047,RI,Szene | RI | id=981047,"Modell: scene=beauty; p=0.68; scene_n=5
Menschliche Bewertung des Modells: Szene=gut passend (4.00/5 Likert-Skala; n=2)",scene_variant_5,scene
abb_kategorie_scene_v05.png,3,7174800420806708522,RI,Szene | RI | id=708522,"Modell: scene=laundromat; p=0.18; scene_n=8
Menschliche Bewertung des Modells: Szene=eher schlecht passend (2.00/5 Likert-Skala; n=2)",scene_variant_5,scene
abb_kategorie_camera_distance_v05.png,1,7258222058293710088,VI,Kameradistanz | VI | id=710088,"Modell: distance=medShot; p=0.63; frames=10
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_5,camera_distance
abb_kategorie_camera_distance_v05.png,2,7032242293411286273,VI,Kameradistanz | VI | id=286273,"Modell: distance=medCloseUp; p=0.66; frames=15
Menschliche Bewertung des Modells: Kameradistanz=sehr gut passend (5.00/5 Likert-Skala; n=2)",camera_distance_variant_5,camera_distance
